job_id,job_title,required_skills,years_experience,salary_usd
AI07570,Robotics Engineer,"sql, mlops, tensorflow",3,86592
AI07571,AI Architect,"r, sql, hadoop",10,289480
AI07572,Machine Learning Researcher,"tensorflow, computer vision, hadoop, r, linux",2,57661
AI07573,AI Product Manager,"tableau, python, nlp, hadoop",6,83425
AI07574,Data Analyst,"hadoop, python, tensorflow",1,98269
AI07575,Machine Learning Researcher,"python, pytorch, sql, kubernetes, java",5,137373
AI07576,NLP Engineer,"r, sql, data visualization, deep learning, azure",9,113376
AI07577,AI Consultant,"computer vision, linux, nlp, sql, pytorch",15,316492
AI07578,Data Scientist,"java, linux, nlp, docker, kubernetes",9,135833
AI07579,Research Scientist,"tableau, python, tensorflow, scala",15,133629
AI07580,Computer Vision Engineer,"python, mlops, spark",12,182818
AI07581,NLP Engineer,"azure, mlops, data visualization",3,47615
AI07582,Machine Learning Researcher,"python, tensorflow, statistics, mathematics, gcp",12,157339
AI07583,AI Specialist,"mlops, pytorch, data visualization",3,62792
AI07584,AI Product Manager,"kubernetes, git, hadoop",11,175794
AI07585,Deep Learning Engineer,"statistics, deep learning, python, data visualization",0,43222
AI07586,AI Product Manager,"nlp, gcp, kubernetes",6,103697
AI07587,AI Research Scientist,"python, deep learning, linux, computer vision, sql",2,85508
AI07588,Research Scientist,"git, docker, mlops, deep learning, pytorch",11,265279
AI07589,Deep Learning Engineer,"spark, sql, git",4,99277
AI07590,AI Software Engineer,"sql, pytorch, docker",2,107969
AI07591,AI Software Engineer,"java, sql, tableau, deep learning, git",0,46725
AI07592,ML Ops Engineer,"deep learning, mlops, azure, docker",4,92053
AI07593,Data Analyst,"azure, deep learning, java, statistics, sql",1,63064
AI07594,Robotics Engineer,"java, r, data visualization, sql",0,46998
AI07595,Machine Learning Researcher,"linux, kubernetes, nlp",16,109629
AI07596,Robotics Engineer,"sql, python, deep learning",1,71993
AI07597,NLP Engineer,"python, data visualization, r, nlp",0,60317
AI07598,AI Research Scientist,"azure, data visualization, java, sql",4,65225
AI07599,Research Scientist,"data visualization, linux, python",2,105448
AI07600,Autonomous Systems Engineer,"computer vision, sql, pytorch, mlops, deep learning",0,85149
AI07601,Data Analyst,"gcp, java, scala",1,57310
AI07602,Machine Learning Engineer,"spark, aws, r",2,50370
AI07603,AI Specialist,"r, spark, git, kubernetes",6,161843
AI07604,AI Software Engineer,"python, docker, linux, pytorch",9,128048
AI07605,Machine Learning Engineer,"pytorch, linux, gcp, tensorflow, kubernetes",3,84934
AI07606,Machine Learning Engineer,"computer vision, docker, mlops, spark, kubernetes",6,109412
AI07607,Data Scientist,"scala, deep learning, kubernetes, gcp, azure",2,128240
AI07608,ML Ops Engineer,"git, pytorch, kubernetes",6,114466
AI07609,ML Ops Engineer,"azure, mlops, tensorflow",19,103850
AI07610,AI Product Manager,"data visualization, linux, mlops, aws",19,158620
AI07611,Research Scientist,"computer vision, python, tensorflow",6,155938
AI07612,Robotics Engineer,"scala, sql, pytorch, data visualization, kubernetes",6,145088
AI07613,AI Product Manager,"tensorflow, kubernetes, mlops",4,58852
AI07614,Head of AI,"spark, nlp, sql, scala, kubernetes",1,85456
AI07615,Data Scientist,"deep learning, nlp, azure",10,125202
AI07616,Data Analyst,"python, tensorflow, pytorch, hadoop",1,46801
AI07617,AI Architect,"kubernetes, pytorch, statistics, spark",3,87312
AI07618,Principal Data Scientist,"scala, kubernetes, hadoop",4,83804
AI07619,Computer Vision Engineer,"spark, statistics, tableau",4,89307
AI07620,AI Research Scientist,"java, tableau, docker",6,72192
AI07621,AI Software Engineer,"nlp, python, hadoop, mathematics, tensorflow",14,86560
AI07622,AI Architect,"data visualization, scala, python",1,110484
AI07623,Autonomous Systems Engineer,"linux, tableau, python",1,51318
AI07624,Principal Data Scientist,"mlops, python, spark",7,138556
AI07625,AI Software Engineer,"python, tensorflow, docker, pytorch",0,103217
AI07626,NLP Engineer,"tableau, linux, spark, r, deep learning",0,50058
AI07627,AI Specialist,"azure, sql, kubernetes, pytorch, aws",16,156319
AI07628,AI Specialist,"r, git, data visualization, pytorch, spark",10,191044
AI07629,Data Analyst,"azure, statistics, tensorflow",1,105534
AI07630,AI Software Engineer,"scala, kubernetes, statistics, gcp",3,54001
AI07631,Robotics Engineer,"computer vision, aws, nlp, pytorch, data visualization",2,52795
AI07632,Autonomous Systems Engineer,"spark, deep learning, sql, tableau",9,138714
AI07633,AI Software Engineer,"git, python, nlp, kubernetes, computer vision",4,91349
AI07634,Autonomous Systems Engineer,"scala, r, mathematics",15,97415
AI07635,Data Analyst,"azure, linux, mathematics, aws",5,85441
AI07636,AI Specialist,"mathematics, sql, hadoop, nlp",6,117146
AI07637,AI Product Manager,"mlops, java, tableau, deep learning, sql",17,191687
AI07638,ML Ops Engineer,"python, docker, computer vision, deep learning",1,44161
AI07639,Machine Learning Engineer,"sql, tableau, pytorch",2,69824
AI07640,AI Software Engineer,"hadoop, linux, mathematics, java, mlops",0,66285
AI07641,Research Scientist,"data visualization, sql, kubernetes",0,66059
AI07642,Principal Data Scientist,"docker, r, git, computer vision",14,214538
AI07643,AI Product Manager,"computer vision, mlops, kubernetes, python",2,152107
AI07644,Robotics Engineer,"scala, mathematics, tensorflow, java",8,83651
AI07645,AI Architect,"aws, r, python",10,307774
AI07646,Robotics Engineer,"hadoop, python, deep learning",5,101660
AI07647,AI Consultant,"aws, python, gcp",18,147684
AI07648,AI Research Scientist,"aws, mathematics, mlops",2,84483
AI07649,AI Research Scientist,"python, tensorflow, pytorch, aws, tableau",8,122933
AI07650,AI Product Manager,"docker, nlp, git",19,358563
AI07651,Head of AI,"hadoop, kubernetes, computer vision",0,45033
AI07652,Head of AI,"linux, nlp, python, sql",7,74614
AI07653,AI Consultant,"linux, spark, docker",4,58772
AI07654,Data Scientist,"scala, azure, mlops, mathematics",8,83302
AI07655,AI Product Manager,"linux, deep learning, scala",19,150919
AI07656,AI Specialist,"aws, git, kubernetes, statistics, deep learning",3,129269
AI07657,Deep Learning Engineer,"kubernetes, scala, mathematics",5,116777
AI07658,Computer Vision Engineer,"computer vision, sql, tableau, spark, kubernetes",8,225807
AI07659,Deep Learning Engineer,"mlops, docker, git, r",10,124969
AI07660,AI Architect,"kubernetes, linux, docker, aws",3,73839
AI07661,Machine Learning Researcher,"python, data visualization, gcp",15,155420
AI07662,AI Architect,"scala, linux, kubernetes, mathematics",8,182487
AI07663,Machine Learning Researcher,"docker, computer vision, deep learning, python",1,56018
AI07664,Robotics Engineer,"aws, hadoop, python",1,67848
AI07665,Head of AI,"java, azure, sql, statistics",19,158315
AI07666,AI Software Engineer,"r, hadoop, computer vision, git, deep learning",16,256742
AI07667,AI Specialist,"scala, linux, sql",14,137890
AI07668,Machine Learning Researcher,"mlops, tensorflow, mathematics",1,58115
AI07669,Principal Data Scientist,"deep learning, java, mathematics",7,84883
AI07670,ML Ops Engineer,"java, scala, azure, docker",1,43967
AI07671,AI Research Scientist,"java, data visualization, nlp",4,90379
AI07672,AI Architect,"tensorflow, pytorch, kubernetes",4,129137
AI07673,Machine Learning Researcher,"kubernetes, spark, data visualization",0,100892
AI07674,NLP Engineer,"docker, spark, kubernetes, sql",6,135921
AI07675,Research Scientist,"azure, statistics, mlops",1,55220
AI07676,Machine Learning Engineer,"gcp, mlops, hadoop, mathematics, tensorflow",6,170093
AI07677,Deep Learning Engineer,"hadoop, mlops, sql",6,73485
AI07678,Robotics Engineer,"linux, aws, python, tensorflow, azure",4,95926
AI07679,Research Scientist,"hadoop, r, sql, gcp",9,90711
AI07680,Data Engineer,"git, python, spark, tableau, nlp",5,74210
AI07681,Research Scientist,"java, data visualization, git, mlops",12,107023
AI07682,Data Engineer,"python, tensorflow, git, gcp, azure",1,63911
AI07683,NLP Engineer,"statistics, linux, nlp",4,67982
AI07684,Data Scientist,"tensorflow, python, computer vision, linux, sql",5,120397
AI07685,Data Analyst,"docker, hadoop, linux, azure",15,127997
AI07686,Principal Data Scientist,"computer vision, python, aws, statistics, tableau",0,59751
AI07687,Data Scientist,"r, kubernetes, deep learning",0,111306
AI07688,Machine Learning Engineer,"pytorch, r, java, tableau",5,79857
AI07689,AI Consultant,"pytorch, azure, mlops",0,70664
AI07690,AI Research Scientist,"spark, r, sql, tableau",9,119663
AI07691,Head of AI,"azure, git, docker, deep learning, python",0,49785
AI07692,ML Ops Engineer,"git, java, nlp, statistics",0,35504
AI07693,Autonomous Systems Engineer,"statistics, tensorflow, kubernetes, computer vision, tableau",12,133525
AI07694,Machine Learning Researcher,"java, scala, statistics",14,154337
AI07695,Computer Vision Engineer,"r, computer vision, python",3,102309
AI07696,Data Engineer,"mlops, azure, tableau, computer vision",8,92558
AI07697,AI Architect,"computer vision, linux, sql, deep learning",1,51502
AI07698,Autonomous Systems Engineer,"python, git, hadoop",2,126152
AI07699,NLP Engineer,"nlp, gcp, deep learning, azure, mathematics",4,95777
AI07700,Computer Vision Engineer,"python, deep learning, tensorflow, aws, java",0,43274
AI07701,AI Consultant,"python, mlops, kubernetes",2,111734
AI07702,ML Ops Engineer,"scala, sql, nlp",0,59534
AI07703,Principal Data Scientist,"git, kubernetes, tableau, tensorflow",0,73818
AI07704,Head of AI,"data visualization, python, tableau",7,132562
AI07705,ML Ops Engineer,"java, tableau, nlp, computer vision",3,69503
AI07706,AI Specialist,"spark, mathematics, sql",15,179957
AI07707,AI Research Scientist,"tensorflow, azure, deep learning, python, mathematics",5,162506
AI07708,Machine Learning Engineer,"aws, data visualization, sql, azure",5,124472
AI07709,Principal Data Scientist,"python, deep learning, spark, hadoop, tensorflow",2,52632
AI07710,AI Consultant,"python, tensorflow, statistics",4,69722
AI07711,Data Analyst,"kubernetes, sql, aws, linux",7,80286
AI07712,Computer Vision Engineer,"kubernetes, spark, tensorflow, java",12,135636
AI07713,Machine Learning Researcher,"git, aws, mathematics, tableau",1,47946
AI07714,Data Scientist,"deep learning, sql, mlops",16,249787
AI07715,Data Engineer,"sql, azure, scala, aws, gcp",3,117557
AI07716,AI Consultant,"nlp, docker, python",3,48813
AI07717,Head of AI,"linux, hadoop, scala, spark",4,91177
AI07718,AI Software Engineer,"hadoop, docker, python, tensorflow, computer vision",2,99441
AI07719,AI Research Scientist,"deep learning, python, azure, git",4,101930
AI07720,Data Scientist,"linux, kubernetes, python, tableau, tensorflow",9,216563
AI07721,Machine Learning Researcher,"data visualization, hadoop, sql, azure",0,47737
AI07722,Computer Vision Engineer,"linux, scala, gcp",10,210158
AI07723,Head of AI,"git, r, sql, scala",8,73867
AI07724,Research Scientist,"java, scala, aws, docker, deep learning",9,77475
AI07725,AI Specialist,"python, tensorflow, tableau, gcp, mlops",1,44927
AI07726,ML Ops Engineer,"tableau, python, data visualization, deep learning, hadoop",5,94292
AI07727,Research Scientist,"hadoop, linux, data visualization, azure, scala",2,98201
AI07728,Machine Learning Engineer,"sql, tensorflow, hadoop, scala",5,143497
AI07729,AI Consultant,"git, pytorch, tensorflow, azure, tableau",1,63223
AI07730,AI Research Scientist,"mathematics, nlp, mlops, gcp, deep learning",19,198149
AI07731,Machine Learning Researcher,"scala, docker, gcp, kubernetes",6,109618
AI07732,Machine Learning Researcher,"statistics, java, python",9,160120
AI07733,Machine Learning Researcher,"hadoop, python, mathematics, tensorflow",2,100182
AI07734,Computer Vision Engineer,"pytorch, java, r, mathematics, deep learning",0,48743
AI07735,AI Product Manager,"python, azure, computer vision, gcp, nlp",0,66009
AI07736,Robotics Engineer,"mathematics, mlops, spark",11,308234
AI07737,AI Product Manager,"aws, git, computer vision, nlp",12,196089
AI07738,Computer Vision Engineer,"sql, gcp, tableau, java, python",1,71102
AI07739,Robotics Engineer,"computer vision, tableau, kubernetes, mathematics, nlp",5,151509
AI07740,Machine Learning Researcher,"nlp, java, sql, data visualization",4,61899
AI07741,Machine Learning Researcher,"tableau, data visualization, statistics",1,44507
AI07742,Robotics Engineer,"hadoop, python, nlp, mlops, azure",1,52716
AI07743,Machine Learning Engineer,"pytorch, git, tensorflow",3,80449
AI07744,AI Architect,"kubernetes, azure, r, git, aws",1,44177
AI07745,Head of AI,"hadoop, docker, spark, deep learning",13,165406
AI07746,AI Consultant,"spark, docker, mathematics",0,71543
AI07747,Autonomous Systems Engineer,"kubernetes, spark, mlops",0,44838
AI07748,Data Engineer,"statistics, python, tableau, mlops, computer vision",3,109139
AI07749,AI Product Manager,"data visualization, sql, aws, statistics",2,93323
AI07750,Head of AI,"python, gcp, git, statistics",17,131920
AI07751,Head of AI,"python, tensorflow, java, hadoop",12,305915
AI07752,Computer Vision Engineer,"mlops, pytorch, python",0,70406
AI07753,Computer Vision Engineer,"git, tensorflow, azure, scala, docker",14,154248
AI07754,Data Analyst,"kubernetes, linux, sql, computer vision",7,188300
AI07755,NLP Engineer,"aws, sql, computer vision, pytorch, deep learning",18,98122
AI07756,AI Software Engineer,"scala, sql, python, mathematics",0,91699
AI07757,AI Consultant,"python, r, nlp, computer vision, mlops",2,112582
AI07758,Autonomous Systems Engineer,"nlp, tensorflow, docker, statistics",2,86749
AI07759,Principal Data Scientist,"python, pytorch, mathematics, gcp, azure",12,320915
AI07760,AI Consultant,"python, azure, mathematics",3,73952
AI07761,AI Research Scientist,"python, kubernetes, gcp",11,140263
AI07762,ML Ops Engineer,"python, hadoop, tensorflow, azure",17,322015
AI07763,Data Engineer,"data visualization, computer vision, linux",1,48516
AI07764,Machine Learning Researcher,"r, data visualization, tensorflow",5,103881
AI07765,Computer Vision Engineer,"sql, tensorflow, tableau, mlops",18,167216
AI07766,ML Ops Engineer,"kubernetes, computer vision, mlops, sql",12,277034
AI07767,NLP Engineer,"linux, pytorch, tableau, kubernetes",16,356015
AI07768,Data Engineer,"python, linux, git",15,184388
AI07769,Computer Vision Engineer,"computer vision, pytorch, tensorflow",3,124958
AI07770,Principal Data Scientist,"data visualization, statistics, tensorflow",1,48392
AI07771,ML Ops Engineer,"tensorflow, azure, java, pytorch",4,129793
AI07772,Machine Learning Engineer,"gcp, aws, tableau, linux, computer vision",2,114982
AI07773,AI Software Engineer,"python, docker, tableau, data visualization",2,84275
AI07774,Data Engineer,"java, pytorch, python",3,117200
AI07775,AI Software Engineer,"tableau, data visualization, git, python",2,123362
AI07776,Autonomous Systems Engineer,"git, hadoop, nlp",3,63720
AI07777,AI Consultant,"python, hadoop, git, java, statistics",6,121219
AI07778,Computer Vision Engineer,"python, r, git",5,72501
AI07779,Research Scientist,"gcp, azure, data visualization, linux, spark",10,285404
AI07780,AI Software Engineer,"pytorch, git, hadoop, java, tableau",2,87244
AI07781,AI Research Scientist,"sql, computer vision, mlops",12,195879
AI07782,ML Ops Engineer,"computer vision, gcp, tableau",14,153599
AI07783,AI Research Scientist,"computer vision, pytorch, java, mathematics",19,197438
AI07784,AI Specialist,"kubernetes, r, git",9,135344
AI07785,Data Analyst,"pytorch, git, gcp",4,73834
AI07786,Data Engineer,"kubernetes, spark, nlp, tensorflow, sql",8,74497
AI07787,AI Research Scientist,"data visualization, deep learning, linux",8,88407
AI07788,AI Consultant,"kubernetes, docker, azure",5,118352
AI07789,AI Software Engineer,"scala, nlp, python",0,50273
AI07790,Head of AI,"r, data visualization, tableau, java, hadoop",8,140931
AI07791,Research Scientist,"kubernetes, pytorch, tensorflow, tableau, spark",12,161928
AI07792,Principal Data Scientist,"python, linux, computer vision, tensorflow",0,56050
AI07793,AI Software Engineer,"sql, azure, nlp",11,170507
AI07794,Principal Data Scientist,"scala, nlp, tableau, gcp",2,93771
AI07795,Data Engineer,"git, python, mathematics",4,127768
AI07796,Principal Data Scientist,"gcp, git, tableau, nlp, mlops",16,92753
AI07797,AI Research Scientist,"python, java, hadoop, mathematics",4,88500
AI07798,Data Scientist,"python, spark, deep learning, nlp, tensorflow",7,141897
AI07799,AI Product Manager,"nlp, kubernetes, hadoop, mathematics, deep learning",3,70819
AI07800,ML Ops Engineer,"scala, linux, hadoop, pytorch",2,133599
AI07801,AI Product Manager,"kubernetes, scala, statistics, git",0,70157
AI07802,Data Engineer,"mlops, tensorflow, spark",8,183349
AI07803,Principal Data Scientist,"deep learning, computer vision, statistics, scala",17,238006
AI07804,NLP Engineer,"java, tensorflow, spark, sql",1,56294
AI07805,AI Consultant,"tableau, kubernetes, java",7,88842
AI07806,AI Product Manager,"linux, pytorch, kubernetes, git",12,335166
AI07807,Machine Learning Engineer,"deep learning, gcp, aws, statistics",19,114654
AI07808,AI Product Manager,"tensorflow, statistics, data visualization",1,65229
AI07809,NLP Engineer,"tensorflow, linux, data visualization",4,62466
AI07810,Data Scientist,"pytorch, sql, tensorflow, docker",7,85514
AI07811,Research Scientist,"tensorflow, python, hadoop, linux",9,107893
AI07812,Research Scientist,"aws, git, linux",17,170773
AI07813,Data Engineer,"sql, tensorflow, git, statistics, python",3,72123
AI07814,Research Scientist,"aws, r, computer vision, mathematics",1,86371
AI07815,Head of AI,"sql, gcp, git, docker",1,62525
AI07816,AI Consultant,"scala, gcp, python",12,247644
AI07817,AI Software Engineer,"python, spark, tensorflow",15,100851
AI07818,NLP Engineer,"mathematics, scala, deep learning, tensorflow",10,178313
AI07819,Robotics Engineer,"mlops, sql, data visualization",6,81988
AI07820,Data Engineer,"azure, docker, spark, kubernetes",2,105986
AI07821,NLP Engineer,"nlp, hadoop, azure",13,300817
AI07822,Robotics Engineer,"aws, sql, tableau, tensorflow, r",2,98077
AI07823,AI Architect,"git, kubernetes, mlops",9,122570
AI07824,Deep Learning Engineer,"scala, deep learning, java, computer vision",7,100402
AI07825,ML Ops Engineer,"statistics, docker, aws, deep learning",9,141308
AI07826,NLP Engineer,"mathematics, data visualization, azure, java",2,65026
AI07827,AI Software Engineer,"deep learning, statistics, linux, python",0,66090
AI07828,Machine Learning Researcher,"nlp, java, tableau, tensorflow, mathematics",8,110468
AI07829,Machine Learning Researcher,"python, tensorflow, r",8,93879
AI07830,Research Scientist,"aws, git, mlops, hadoop, deep learning",1,79577
AI07831,Head of AI,"python, azure, scala",4,127972
AI07832,Deep Learning Engineer,"docker, data visualization, statistics, r, tableau",4,83567
AI07833,Deep Learning Engineer,"data visualization, python, tensorflow, mathematics",8,113730
AI07834,Deep Learning Engineer,"azure, tensorflow, r",9,140382
AI07835,Data Scientist,"python, data visualization, computer vision",12,148766
AI07836,AI Specialist,"spark, nlp, data visualization, r",0,86860
AI07837,Autonomous Systems Engineer,"python, tensorflow, linux",2,73743
AI07838,Autonomous Systems Engineer,"aws, mlops, docker, python",6,67240
AI07839,Deep Learning Engineer,"java, linux, tensorflow",2,89015
AI07840,AI Specialist,"spark, azure, computer vision",13,200644
AI07841,Machine Learning Engineer,"python, gcp, hadoop, java, statistics",16,161164
AI07842,Machine Learning Researcher,"computer vision, kubernetes, hadoop",3,133314
AI07843,AI Consultant,"azure, mlops, statistics",0,68167
AI07844,AI Specialist,"linux, mlops, kubernetes",19,193264
AI07845,Data Scientist,"r, scala, pytorch, aws, git",2,89157
AI07846,AI Specialist,"git, spark, computer vision, tableau",1,80003
AI07847,NLP Engineer,"gcp, tableau, pytorch, statistics",17,203402
AI07848,Data Scientist,"gcp, aws, azure, python, spark",2,79315
AI07849,Data Engineer,"scala, tensorflow, mathematics, linux, aws",19,120900
AI07850,AI Software Engineer,"hadoop, mathematics, docker",17,168032
AI07851,AI Architect,"kubernetes, nlp, sql, docker, mathematics",14,101788
AI07852,AI Specialist,"python, tensorflow, computer vision, data visualization",0,53034
AI07853,AI Architect,"pytorch, kubernetes, gcp",1,74075
AI07854,Autonomous Systems Engineer,"scala, sql, nlp, azure, mathematics",11,155556
AI07855,AI Architect,"sql, python, tensorflow, docker",2,59500
AI07856,AI Specialist,"computer vision, git, pytorch, java, gcp",4,80770
AI07857,Principal Data Scientist,"pytorch, docker, git, scala",5,139767
AI07858,Autonomous Systems Engineer,"hadoop, python, mlops",3,108752
AI07859,AI Software Engineer,"pytorch, linux, r, aws, git",11,111436
AI07860,Principal Data Scientist,"aws, docker, azure, computer vision, linux",14,146375
AI07861,Head of AI,"azure, mathematics, tableau, linux, kubernetes",7,192395
AI07862,AI Architect,"spark, tableau, sql, data visualization, nlp",1,83853
AI07863,AI Software Engineer,"gcp, linux, tableau, aws, nlp",10,200943
AI07864,Data Engineer,"docker, python, git, spark, tensorflow",8,147015
AI07865,Autonomous Systems Engineer,"tensorflow, python, tableau, kubernetes",6,78596
AI07866,Principal Data Scientist,"gcp, mlops, pytorch",8,119018
AI07867,Deep Learning Engineer,"hadoop, kubernetes, r",2,64691
AI07868,ML Ops Engineer,"data visualization, git, deep learning, r, sql",19,120498
AI07869,Deep Learning Engineer,"kubernetes, git, tableau, scala, azure",18,156671
AI07870,Machine Learning Engineer,"sql, nlp, r",9,162196
AI07871,Machine Learning Researcher,"tableau, kubernetes, mlops",4,121461
AI07872,Machine Learning Researcher,"docker, kubernetes, sql",3,57661
AI07873,ML Ops Engineer,"python, scala, mlops",7,80158
AI07874,Head of AI,"gcp, pytorch, sql, aws, java",4,102025
AI07875,Data Scientist,"tensorflow, sql, data visualization, statistics",14,180321
AI07876,Research Scientist,"data visualization, python, tableau",1,83116
AI07877,Head of AI,"scala, linux, python, mlops, docker",1,70667
AI07878,Principal Data Scientist,"git, scala, mathematics",18,234519
AI07879,AI Product Manager,"tableau, hadoop, mathematics",3,118293
AI07880,Principal Data Scientist,"gcp, computer vision, python",15,218069
AI07881,Head of AI,"python, scala, java, tensorflow, spark",0,74833
AI07882,Machine Learning Researcher,"r, azure, tableau, deep learning, hadoop",1,69563
AI07883,Robotics Engineer,"nlp, spark, python, java",11,163837
AI07884,Principal Data Scientist,"scala, computer vision, tensorflow",4,65293
AI07885,Data Engineer,"pytorch, mlops, sql",6,110512
AI07886,Data Analyst,"azure, mlops, python, computer vision",4,91469
AI07887,Machine Learning Researcher,"spark, r, python, aws",3,119713
AI07888,AI Product Manager,"computer vision, gcp, statistics",15,237987
AI07889,AI Architect,"azure, statistics, tableau, aws",2,70498
AI07890,Autonomous Systems Engineer,"azure, pytorch, mlops, scala",0,69447
AI07891,Head of AI,"kubernetes, aws, docker",9,65158
AI07892,AI Consultant,"tensorflow, scala, hadoop",8,153268
AI07893,Machine Learning Researcher,"spark, scala, kubernetes, tensorflow, mathematics",6,153012
AI07894,Research Scientist,"aws, python, tableau, java, computer vision",4,126989
AI07895,ML Ops Engineer,"kubernetes, python, mathematics, gcp, nlp",0,83110
AI07896,Robotics Engineer,"kubernetes, tensorflow, python, mathematics, hadoop",4,102039
AI07897,AI Product Manager,"mlops, java, sql, r, statistics",8,119077
AI07898,Research Scientist,"gcp, kubernetes, hadoop, linux",0,56120
AI07899,Robotics Engineer,"kubernetes, tableau, java, r, sql",2,96930
AI07900,Robotics Engineer,"python, azure, spark, docker, data visualization",2,77341
AI07901,Data Engineer,"nlp, r, linux, docker",9,134512
AI07902,AI Architect,"tensorflow, mlops, java, computer vision, gcp",5,98707
AI07903,Principal Data Scientist,"spark, linux, scala",8,131026
AI07904,Machine Learning Engineer,"data visualization, aws, azure, gcp",13,128937
AI07905,Robotics Engineer,"sql, gcp, statistics, pytorch, scala",0,55168
AI07906,NLP Engineer,"gcp, java, mlops, r",0,61836
AI07907,Robotics Engineer,"docker, spark, kubernetes, data visualization, azure",1,58723
AI07908,Deep Learning Engineer,"spark, python, kubernetes",19,153523
AI07909,Research Scientist,"python, aws, deep learning, hadoop, azure",8,146036
AI07910,ML Ops Engineer,"mathematics, deep learning, r",4,81538
AI07911,Data Analyst,"pytorch, tensorflow, mlops, gcp",16,186956
AI07912,AI Architect,"data visualization, scala, spark",0,56483
AI07913,ML Ops Engineer,"tensorflow, nlp, tableau, computer vision, data visualization",1,70587
AI07914,Deep Learning Engineer,"data visualization, tableau, kubernetes, sql, azure",4,72744
AI07915,NLP Engineer,"pytorch, computer vision, tensorflow, azure",2,74285
AI07916,Machine Learning Engineer,"pytorch, sql, nlp, mathematics",4,105186
AI07917,AI Consultant,"pytorch, nlp, tableau, linux, mlops",1,50924
AI07918,Computer Vision Engineer,"computer vision, deep learning, tableau, tensorflow",17,197244
AI07919,AI Specialist,"java, pytorch, azure, nlp, mathematics",6,84408
AI07920,AI Consultant,"hadoop, kubernetes, tableau, python",13,142604
AI07921,Head of AI,"spark, git, deep learning, sql",9,84849
AI07922,Head of AI,"spark, hadoop, java",9,118504
AI07923,Head of AI,"aws, python, docker, nlp, gcp",15,239520
AI07924,Robotics Engineer,"pytorch, data visualization, scala",13,203778
AI07925,Principal Data Scientist,"java, r, computer vision, tensorflow",0,50808
AI07926,NLP Engineer,"scala, git, python",0,49386
AI07927,Autonomous Systems Engineer,"r, linux, tableau, java",9,118894
AI07928,NLP Engineer,"deep learning, tensorflow, computer vision",8,182416
AI07929,AI Software Engineer,"sql, hadoop, tableau, mathematics",5,150018
AI07930,NLP Engineer,"nlp, pytorch, scala",9,99730
AI07931,AI Architect,"sql, nlp, pytorch, computer vision, tensorflow",3,89779
AI07932,AI Software Engineer,"linux, azure, mathematics, computer vision, python",0,77238
AI07933,Machine Learning Researcher,"spark, python, mathematics",17,100252
AI07934,ML Ops Engineer,"pytorch, java, docker, scala, statistics",0,58559
AI07935,Autonomous Systems Engineer,"python, mlops, hadoop",1,83646
AI07936,Data Engineer,"gcp, docker, sql",4,58514
AI07937,Principal Data Scientist,"pytorch, linux, nlp",5,70982
AI07938,Data Analyst,"pytorch, tensorflow, computer vision, data visualization, gcp",2,72171
AI07939,AI Software Engineer,"spark, pytorch, tensorflow, sql, aws",2,99582
AI07940,Computer Vision Engineer,"deep learning, hadoop, tableau, kubernetes",5,82204
AI07941,Research Scientist,"mlops, deep learning, scala",0,92361
AI07942,AI Specialist,"hadoop, aws, computer vision, java, nlp",5,72248
AI07943,Autonomous Systems Engineer,"java, git, pytorch, r",0,59644
AI07944,AI Specialist,"kubernetes, linux, python",5,126094
AI07945,AI Specialist,"scala, computer vision, tableau, mlops",0,41721
AI07946,Research Scientist,"deep learning, tableau, data visualization, java, scala",5,162475
AI07947,AI Architect,"scala, java, linux, nlp",1,33512
AI07948,AI Specialist,"sql, python, azure, statistics, scala",9,82406
AI07949,Head of AI,"deep learning, computer vision, docker, spark",1,65332
AI07950,Robotics Engineer,"statistics, java, mlops, tableau, sql",0,61777
AI07951,AI Product Manager,"kubernetes, statistics, python",10,324960
AI07952,Autonomous Systems Engineer,"mathematics, kubernetes, java, docker, linux",0,59811
AI07953,NLP Engineer,"sql, kubernetes, azure, data visualization",18,178405
AI07954,Head of AI,"hadoop, docker, gcp, sql, python",7,161891
AI07955,Autonomous Systems Engineer,"pytorch, gcp, linux, computer vision",2,133271
AI07956,AI Consultant,"mlops, python, hadoop, tensorflow, git",1,44998
AI07957,Data Analyst,"tensorflow, sql, r, spark",0,37541
AI07958,Data Analyst,"kubernetes, hadoop, statistics, deep learning, sql",1,73964
AI07959,Data Engineer,"kubernetes, linux, sql",5,120757
AI07960,AI Software Engineer,"gcp, mlops, aws, computer vision, git",2,86824
AI07961,AI Architect,"git, python, data visualization, hadoop",2,111669
AI07962,Machine Learning Researcher,"pytorch, spark, gcp",0,91507
AI07963,NLP Engineer,"hadoop, git, python",1,56117
AI07964,AI Consultant,"hadoop, azure, r, nlp",1,44024
AI07965,ML Ops Engineer,"kubernetes, tableau, hadoop, data visualization, java",3,84873
AI07966,Robotics Engineer,"mlops, java, hadoop, statistics",6,133631
AI07967,AI Product Manager,"python, nlp, linux",0,79879
AI07968,Data Engineer,"python, nlp, data visualization, aws",1,42386
AI07969,Deep Learning Engineer,"docker, gcp, deep learning",3,92574
AI07970,AI Architect,"mlops, python, deep learning, linux, tensorflow",1,57098
AI07971,AI Product Manager,"java, tensorflow, nlp",0,74618
AI07972,ML Ops Engineer,"mathematics, python, hadoop",0,54076
