job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,salary_local
AI08974,Head of AI,96297,USD,EN,FL,Denmark,L,Denmark,50,"Scala, Hadoop, Kubernetes, Python",Master,0,Government,2024-11-16,2025-01-18,854,7.5,Cloud AI Solutions,142450
AI08975,Computer Vision Engineer,43595,USD,EN,FT,Ireland,L,Ireland,50,"Java, Deep Learning, SQL",Bachelor,0,Healthcare,2024-12-08,2025-02-02,2463,5.7,TechCorp Inc,145577
AI08976,Data Scientist,247297,EUR,EX,FL,Germany,L,France,50,"Kubernetes, GCP, SQL, PyTorch, Computer Vision",Bachelor,17,Automotive,2024-06-21,2024-08-11,1905,9.9,Advanced Robotics,124904
AI08977,Principal Data Scientist,66942,USD,MI,PT,Australia,S,Australia,50,"SQL, NLP, PyTorch, Linux",Master,4,Retail,2024-09-25,2024-11-25,1188,9.3,Future Systems,200848
AI08978,AI Product Manager,105175,USD,SE,CT,South Korea,L,South Korea,50,"NLP, Spark, TensorFlow, Python, AWS",Master,8,Technology,2025-02-25,2025-04-12,1047,9.0,Neural Networks Co,150654
AI08979,Data Scientist,116174,EUR,SE,CT,Netherlands,M,Netherlands,100,"Git, AWS, Tableau",Associate,5,Transportation,2024-01-02,2024-02-08,563,7.8,DeepTech Ventures,262984
AI08980,Computer Vision Engineer,80859,USD,EN,CT,Norway,M,Norway,100,"NLP, Java, Kubernetes, Docker, R",PhD,0,Energy,2024-05-23,2024-06-06,1608,9.9,AI Innovations,62024
AI08981,AI Consultant,144793,USD,EX,CT,Australia,M,Japan,100,"Computer Vision, GCP, Statistics",Associate,12,Technology,2024-07-19,2024-09-01,1836,8.0,DeepTech Ventures,58766
AI08982,AI Specialist,46460,USD,EN,CT,Canada,S,Austria,100,"Deep Learning, Python, TensorFlow, Docker",Bachelor,1,Transportation,2024-09-14,2024-10-29,903,9.2,Quantum Computing Inc,71298
AI08983,AI Specialist,102327,USD,SE,CT,South Korea,M,South Korea,50,"AWS, SQL, PyTorch, MLOps",Bachelor,5,Media,2024-05-08,2024-07-07,1004,5.7,TechCorp Inc,50447
AI08984,AI Research Scientist,37547,USD,EN,FT,China,S,China,0,"Git, Python, Docker, Linux, SQL",Bachelor,0,Government,2025-04-26,2025-06-13,1609,7.8,Smart Analytics,65253
AI08985,Machine Learning Researcher,205814,USD,EX,FL,United States,S,United States,0,"PyTorch, TensorFlow, NLP, Computer Vision, Azure",Master,16,Transportation,2024-09-05,2024-11-05,564,7.4,Algorithmic Solutions,100727
AI08986,AI Product Manager,50130,EUR,EN,PT,Germany,S,Germany,50,"Java, GCP, Scala, Computer Vision, Spark",Associate,1,Automotive,2025-01-13,2025-03-27,710,7.9,AI Innovations,251570
AI08987,AI Software Engineer,46480,USD,MI,FL,China,S,Denmark,0,"Python, MLOps, SQL, Java, Spark",Master,3,Gaming,2024-02-20,2024-03-30,532,5.3,Autonomous Tech,88500
AI08988,ML Ops Engineer,118201,USD,MI,PT,Switzerland,M,Australia,0,"Scala, Hadoop, Python, Mathematics, Azure",Bachelor,2,Energy,2024-09-28,2024-11-25,1591,7.3,Cloud AI Solutions,178536
AI08989,Robotics Engineer,130204,USD,SE,PT,Canada,M,Australia,50,"Java, Linux, Data Visualization",Associate,6,Telecommunications,2024-04-08,2024-06-09,1008,6.7,Smart Analytics,111723
AI08990,AI Software Engineer,260729,GBP,EX,FT,United Kingdom,M,South Korea,100,"PyTorch, GCP, Tableau, Statistics",Master,16,Manufacturing,2025-02-10,2025-04-23,622,7.9,Predictive Systems,52930
AI08991,Deep Learning Engineer,74532,EUR,MI,CT,France,S,France,50,"Computer Vision, Java, MLOps, R",Bachelor,3,Telecommunications,2025-02-03,2025-03-22,1340,8.0,Autonomous Tech,233555
AI08992,Data Engineer,127005,USD,EX,PT,Finland,S,Finland,0,"Data Visualization, Azure, Tableau, Linux",Bachelor,11,Media,2025-04-13,2025-06-10,1628,9.3,Future Systems,151803
AI08993,Principal Data Scientist,75020,USD,EN,FL,Norway,M,Norway,100,"Python, SQL, Docker, Mathematics, Deep Learning",Associate,1,Transportation,2024-06-10,2024-07-30,2300,6.1,Autonomous Tech,86780
AI08994,Data Analyst,134247,USD,SE,CT,Singapore,S,Singapore,50,"Docker, Git, MLOps",PhD,7,Education,2025-02-15,2025-03-28,644,8.0,Cognitive Computing,92335
AI08995,Deep Learning Engineer,142579,USD,SE,PT,Canada,L,Netherlands,50,"Azure, SQL, GCP, Mathematics, Java",Associate,6,Gaming,2024-07-23,2024-08-10,1876,8.6,Cognitive Computing,79908
AI08996,NLP Engineer,84304,USD,EN,FL,United States,S,Finland,100,"R, SQL, Hadoop, Mathematics, Linux",Bachelor,1,Education,2024-08-27,2024-10-20,1639,5.2,AI Innovations,139660
AI08997,AI Specialist,54740,USD,EN,FT,Finland,M,Finland,0,"Docker, Hadoop, Computer Vision, Java",PhD,1,Consulting,2024-03-12,2024-05-16,1693,8.3,Advanced Robotics,69885
AI08998,AI Consultant,280860,USD,EX,CT,Switzerland,L,Switzerland,0,"Azure, SQL, Kubernetes, Statistics, Scala",PhD,19,Education,2025-04-14,2025-05-06,1516,6.3,DeepTech Ventures,75360
AI08999,AI Research Scientist,77085,USD,MI,FL,South Korea,M,South Korea,50,"Mathematics, Deep Learning, Kubernetes, PyTorch",PhD,3,Telecommunications,2024-01-10,2024-02-03,1032,6.7,Quantum Computing Inc,205613
AI09000,Deep Learning Engineer,56672,USD,MI,PT,Austria,S,Finland,0,"Deep Learning, PyTorch, Spark",Bachelor,4,Technology,2025-03-06,2025-05-02,2135,9.3,Predictive Systems,76815
AI09001,Principal Data Scientist,125983,USD,MI,CT,Denmark,M,Denmark,0,"Azure, Mathematics, Spark, SQL, PyTorch",PhD,2,Gaming,2025-01-07,2025-01-28,1737,9.4,Predictive Systems,88134
AI09002,Autonomous Systems Engineer,164179,USD,EX,CT,South Korea,M,South Korea,50,"Hadoop, PyTorch, TensorFlow, Linux",Master,17,Energy,2024-05-23,2024-07-03,2322,7.4,Machine Intelligence Group,42049
AI09003,Data Engineer,64254,USD,MI,FT,Ireland,S,Australia,50,"NLP, Scala, Java, Mathematics",Bachelor,4,Education,2024-01-20,2024-02-26,901,6.5,Cognitive Computing,53035
AI09004,Data Engineer,67580,USD,MI,FT,South Korea,L,Austria,50,"R, TensorFlow, Hadoop",Bachelor,2,Healthcare,2024-10-06,2024-10-20,1442,8.3,AI Innovations,24765
AI09005,Machine Learning Researcher,166619,USD,EX,FL,Australia,M,Australia,50,"Linux, MLOps, AWS, Spark, Statistics",Bachelor,14,Finance,2025-01-01,2025-01-28,2272,9.9,DataVision Ltd,162474
AI09006,NLP Engineer,101052,USD,SE,CT,India,L,India,100,"Python, TensorFlow, Linux, Docker",PhD,8,Telecommunications,2024-10-15,2024-12-08,1210,7.8,Smart Analytics,156947
AI09007,AI Consultant,53221,USD,EN,CT,Finland,L,Australia,50,"Docker, MLOps, Git",Master,1,Automotive,2024-07-23,2024-09-24,2307,9.5,DeepTech Ventures,174776
AI09008,Machine Learning Researcher,92066,USD,MI,PT,United States,M,United States,50,"NLP, GCP, Computer Vision, Git, TensorFlow",Master,3,Real Estate,2024-06-08,2024-06-29,687,5.6,DeepTech Ventures,70304
AI09009,Data Analyst,177183,USD,SE,FL,Denmark,L,Denmark,0,"Linux, Scala, Docker, AWS",Associate,9,Finance,2024-03-15,2024-05-12,1863,8.4,Autonomous Tech,172841
AI09010,Computer Vision Engineer,89843,EUR,MI,PT,Netherlands,M,Denmark,50,"Spark, Data Visualization, NLP, Docker, Python",PhD,3,Energy,2024-11-26,2025-01-09,930,6.3,DataVision Ltd,111126
AI09011,Machine Learning Engineer,99472,USD,SE,CT,Israel,M,Sweden,0,"Statistics, NLP, Python, Kubernetes, AWS",Bachelor,7,Education,2024-07-05,2024-08-27,997,8.6,Smart Analytics,213226
AI09012,Head of AI,55161,USD,EN,FT,South Korea,M,South Korea,50,"Hadoop, Azure, MLOps, R, Deep Learning",PhD,1,Media,2024-11-27,2025-01-17,1533,6.3,Advanced Robotics,185901
AI09013,NLP Engineer,141466,GBP,SE,FL,United Kingdom,S,Sweden,0,"Git, Hadoop, MLOps",Master,8,Manufacturing,2024-09-25,2024-11-23,2341,8.0,Smart Analytics,248777
AI09014,Computer Vision Engineer,107194,USD,SE,FT,Canada,M,Canada,100,"Hadoop, Tableau, Scala, R, Docker",Master,9,Retail,2025-01-09,2025-02-23,1048,9.7,TechCorp Inc,373385
AI09015,Data Engineer,191397,GBP,EX,FL,United Kingdom,L,United Kingdom,50,"Java, Git, Deep Learning, Mathematics, Computer Vision",PhD,12,Automotive,2025-03-18,2025-05-09,1746,7.2,Quantum Computing Inc,116645
AI09016,Computer Vision Engineer,335731,USD,EX,FT,Denmark,L,Denmark,50,"GCP, PyTorch, Computer Vision, Kubernetes, Java",Bachelor,19,Retail,2024-10-13,2024-12-15,1021,7.3,Machine Intelligence Group,52061
AI09017,Principal Data Scientist,103073,EUR,MI,FT,Germany,M,Singapore,50,"R, Linux, Data Visualization",Bachelor,3,Real Estate,2024-09-02,2024-10-21,1222,5.8,AI Innovations,88704
AI09018,NLP Engineer,62850,USD,EN,FT,Australia,M,Germany,100,"TensorFlow, Kubernetes, Computer Vision",Associate,0,Technology,2025-01-26,2025-02-18,2266,8.6,TechCorp Inc,64123
AI09019,Machine Learning Researcher,144386,EUR,SE,FL,Netherlands,M,Netherlands,50,"Docker, MLOps, PyTorch",PhD,5,Healthcare,2024-02-28,2024-04-08,2015,8.1,Cognitive Computing,149941
AI09020,AI Architect,283542,USD,EX,PT,Singapore,L,Singapore,0,"Hadoop, Java, Data Visualization",PhD,16,Gaming,2024-05-04,2024-06-05,862,7.0,TechCorp Inc,70500
AI09021,AI Consultant,114496,USD,MI,FT,Singapore,L,Singapore,100,"Spark, Deep Learning, MLOps, Git",PhD,4,Government,2024-06-18,2024-08-20,2149,5.4,Algorithmic Solutions,95750
AI09022,Robotics Engineer,62909,USD,EN,FL,Australia,M,Australia,50,"Azure, Kubernetes, Docker, Tableau, Linux",Associate,1,Energy,2024-12-07,2025-02-09,1334,10.0,Smart Analytics,54433
AI09023,Head of AI,152761,EUR,SE,CT,Netherlands,L,Netherlands,50,"Mathematics, Scala, Tableau",PhD,5,Real Estate,2025-03-04,2025-04-04,788,9.0,Algorithmic Solutions,47694
AI09024,Research Scientist,65454,USD,MI,FL,Finland,L,Finland,0,"TensorFlow, Python, SQL, Java",Bachelor,2,Telecommunications,2024-06-14,2024-08-24,775,7.4,Machine Intelligence Group,124462
AI09025,Autonomous Systems Engineer,84172,EUR,MI,PT,Germany,S,South Korea,0,"Python, Java, AWS",Associate,4,Real Estate,2024-06-05,2024-07-01,1137,7.4,Future Systems,161661
AI09026,AI Architect,38163,USD,EN,PT,Israel,M,Israel,50,"Linux, SQL, Tableau, Azure",Associate,0,Consulting,2025-01-24,2025-03-12,603,7.6,Smart Analytics,110339
AI09027,Deep Learning Engineer,71309,USD,MI,FT,Japan,L,Japan,100,"Kubernetes, MLOps, Git",Associate,4,Energy,2024-05-01,2024-06-26,2326,6.0,DataVision Ltd,198685
AI09028,AI Consultant,62457,USD,MI,PT,South Korea,M,South Korea,100,"R, Git, Computer Vision, Hadoop",Master,2,Government,2024-09-19,2024-10-24,505,6.5,Autonomous Tech,118424
AI09029,Deep Learning Engineer,48623,USD,EN,CT,South Korea,M,South Korea,0,"SQL, Docker, Mathematics",Associate,1,Media,2024-10-15,2024-11-04,753,5.8,DataVision Ltd,69898
AI09030,Machine Learning Engineer,63817,USD,EN,FT,Canada,L,Austria,50,"TensorFlow, R, Docker, Data Visualization, Deep Learning",Associate,1,Gaming,2024-12-24,2025-01-14,1709,7.1,Future Systems,60040
AI09031,Machine Learning Researcher,79436,USD,MI,FT,Australia,M,Australia,100,"Hadoop, Linux, PyTorch",Associate,4,Technology,2024-12-04,2025-01-03,892,8.0,Algorithmic Solutions,79791
AI09032,Robotics Engineer,149189,USD,EX,FT,Austria,S,Japan,0,"NLP, Python, R, Statistics, SQL",Bachelor,12,Education,2025-03-05,2025-04-07,1298,7.1,Quantum Computing Inc,124008
AI09033,Head of AI,90609,USD,SE,CT,China,S,China,50,"Spark, SQL, MLOps, Python",Bachelor,5,Government,2024-07-14,2024-08-16,1640,9.7,Autonomous Tech,35031
AI09034,Machine Learning Researcher,88996,USD,MI,PT,Canada,L,South Korea,50,"AWS, Scala, Java",PhD,4,Gaming,2024-11-17,2024-12-22,2112,9.9,Machine Intelligence Group,67240
AI09035,Autonomous Systems Engineer,61638,USD,EN,CT,Israel,L,United States,100,"Python, R, SQL",Bachelor,0,Real Estate,2025-03-28,2025-04-27,1454,9.0,DeepTech Ventures,94732
AI09036,Data Analyst,118123,USD,MI,PT,United States,M,United States,100,"Linux, R, Computer Vision, Hadoop, Mathematics",Master,3,Retail,2024-11-18,2025-01-04,1002,5.6,Cloud AI Solutions,116217
AI09037,Deep Learning Engineer,165984,USD,SE,FL,Switzerland,M,Switzerland,100,"TensorFlow, PyTorch, Tableau",Associate,9,Finance,2024-11-09,2024-11-25,2097,7.4,Cloud AI Solutions,194431
AI09038,Robotics Engineer,211693,USD,EX,FL,Singapore,L,Singapore,0,"Mathematics, GCP, Azure, Python, Hadoop",Bachelor,19,Real Estate,2024-12-20,2025-02-09,834,6.2,TechCorp Inc,125917
AI09039,AI Consultant,50670,USD,EN,FT,Austria,L,Austria,100,"Computer Vision, Deep Learning, Python, Scala, Data Visualization",Associate,1,Energy,2024-06-23,2024-07-12,1695,5.4,Machine Intelligence Group,9520280
AI09040,AI Consultant,94676,EUR,MI,FL,Netherlands,L,Netherlands,50,"Mathematics, Spark, Data Visualization, Tableau, Linux",Associate,2,Real Estate,2024-10-18,2024-12-06,703,9.7,Digital Transformation LLC,123613
AI09041,AI Specialist,171631,USD,EX,FL,Japan,L,Japan,0,"Python, Scala, Spark",Master,14,Healthcare,2024-07-04,2024-07-26,1842,5.3,Autonomous Tech,144726
AI09042,Machine Learning Engineer,141090,USD,EX,FT,Singapore,S,Canada,100,"Git, TensorFlow, Linux",Associate,13,Automotive,2025-04-26,2025-05-12,2478,6.8,TechCorp Inc,118275
AI09043,Principal Data Scientist,205116,USD,EX,CT,Norway,S,Norway,0,"Deep Learning, Linux, Mathematics, Java, SQL",Master,14,Gaming,2024-12-26,2025-02-17,535,7.5,DeepTech Ventures,81507
AI09044,AI Consultant,133334,USD,EX,CT,South Korea,L,Australia,100,"NLP, Git, Data Visualization, Python",Master,18,Consulting,2024-03-20,2024-04-29,722,9.0,DeepTech Ventures,107754
AI09045,AI Product Manager,71231,USD,EN,FT,Canada,L,Denmark,50,"Kubernetes, Python, Mathematics",Master,1,Transportation,2024-07-08,2024-07-22,1548,7.6,TechCorp Inc,63613
AI09046,AI Research Scientist,84959,EUR,MI,FT,Germany,L,Germany,0,"TensorFlow, Data Visualization, Scala, SQL",Associate,4,Manufacturing,2025-01-14,2025-02-18,1560,6.1,Quantum Computing Inc,185435
AI09047,AI Research Scientist,272037,USD,EX,FL,Switzerland,S,Switzerland,50,"Spark, Python, TensorFlow, GCP, Data Visualization",Master,10,Education,2024-05-15,2024-06-02,1157,9.3,DataVision Ltd,46410
AI09048,AI Architect,202498,USD,EX,FL,Australia,S,Australia,100,"R, Data Visualization, Git, Deep Learning, GCP",Associate,16,Media,2024-12-02,2025-01-10,1957,7.5,Cloud AI Solutions,143416
AI09049,AI Software Engineer,221624,USD,EX,FL,Norway,S,Norway,0,"Kubernetes, Linux, Git, GCP, Python",Associate,16,Healthcare,2024-07-17,2024-08-03,619,7.9,Algorithmic Solutions,76825
AI09050,Head of AI,128975,USD,MI,FL,Denmark,L,Denmark,0,"Tableau, Deep Learning, R, TensorFlow, SQL",Associate,4,Automotive,2025-02-07,2025-04-15,1954,8.1,Cognitive Computing,178619
AI09051,Computer Vision Engineer,125934,USD,MI,FL,Norway,M,Norway,50,"SQL, Scala, Azure, Java",Associate,4,Manufacturing,2025-02-18,2025-03-28,1305,6.0,Future Systems,117059
AI09052,Head of AI,248240,USD,EX,CT,Singapore,L,Singapore,0,"Tableau, Kubernetes, Docker, Hadoop, Linux",Associate,18,Finance,2024-09-11,2024-11-16,2375,6.7,Digital Transformation LLC,95823
AI09053,Data Engineer,110055,USD,MI,CT,Australia,L,United Kingdom,100,"Azure, Git, Data Visualization",PhD,4,Technology,2024-02-08,2024-04-12,880,8.3,Autonomous Tech,46914
AI09054,Autonomous Systems Engineer,159090,USD,EX,FT,Singapore,S,Japan,100,"Deep Learning, Scala, Data Visualization, NLP",Master,13,Energy,2024-11-16,2024-12-26,1675,7.2,Future Systems,275297
AI09055,AI Research Scientist,293060,USD,EX,CT,Singapore,L,Singapore,50,"Linux, SQL, Azure, Scala",Associate,13,Gaming,2024-07-10,2024-08-20,995,5.3,Cognitive Computing,120751
AI09056,Machine Learning Engineer,98614,USD,SE,PT,Israel,L,Israel,100,"NLP, Java, MLOps",PhD,8,Finance,2024-05-22,2024-06-26,2447,6.1,Future Systems,95832
AI09057,Autonomous Systems Engineer,77703,USD,SE,FT,China,S,China,50,"Deep Learning, Kubernetes, Java, GCP, R",Associate,6,Automotive,2024-05-14,2024-07-11,2223,8.4,Cloud AI Solutions,234131
AI09058,Computer Vision Engineer,188281,EUR,EX,CT,Netherlands,L,Netherlands,50,"PyTorch, Java, NLP, Docker",Associate,13,Finance,2024-04-25,2024-06-20,522,8.9,Machine Intelligence Group,289418
AI09059,AI Specialist,76683,USD,MI,PT,China,L,China,100,"Python, SQL, Spark",Bachelor,3,Telecommunications,2025-02-23,2025-03-22,1324,5.2,Quantum Computing Inc,25689
AI09060,AI Architect,87540,USD,SE,CT,Japan,S,Japan,100,"Kubernetes, Computer Vision, Scala",Associate,5,Manufacturing,2024-11-26,2025-02-03,1951,5.6,Machine Intelligence Group,60503
AI09061,AI Product Manager,85964,USD,SE,FL,Finland,M,Finland,100,"Hadoop, Deep Learning, Azure",Bachelor,8,Healthcare,2024-07-07,2024-09-07,2422,6.3,Smart Analytics,278853
AI09062,Data Engineer,165369,EUR,EX,CT,Netherlands,M,Netherlands,100,"Kubernetes, PyTorch, AWS",Master,16,Media,2024-10-12,2024-10-27,765,8.9,Advanced Robotics,72077
AI09063,Autonomous Systems Engineer,37060,USD,EN,CT,China,S,China,0,"Spark, Hadoop, Data Visualization, NLP",PhD,1,Healthcare,2024-04-18,2024-06-20,1458,6.1,Cognitive Computing,95629
AI09064,ML Ops Engineer,87545,USD,MI,CT,Canada,M,Canada,50,"SQL, PyTorch, AWS, Spark",Master,4,Automotive,2024-08-27,2024-09-22,611,9.2,Digital Transformation LLC,322176
AI09065,Computer Vision Engineer,153656,USD,SE,PT,Singapore,L,Singapore,0,"Data Visualization, SQL, R, GCP",Associate,9,Real Estate,2024-02-11,2024-03-24,2282,7.6,Neural Networks Co,153151
AI09066,Data Scientist,58028,USD,EN,FL,Israel,L,Israel,50,"R, Docker, Hadoop",Bachelor,0,Energy,2025-03-07,2025-04-08,1744,5.1,Cognitive Computing,89864
AI09067,Machine Learning Researcher,66991,USD,EN,FL,Norway,M,Norway,100,"Spark, TensorFlow, GCP",Bachelor,0,Technology,2025-02-21,2025-05-02,1560,8.1,Advanced Robotics,134209
AI09068,Head of AI,343803,USD,EX,FL,United States,L,United States,50,"Docker, Kubernetes, Git",Master,19,Government,2024-07-07,2024-09-16,636,9.5,Algorithmic Solutions,62237
AI09069,AI Product Manager,57227,USD,EN,FT,Canada,L,Canada,100,"Data Visualization, GCP, Scala, AWS",Associate,1,Transportation,2025-02-25,2025-03-27,2084,6.5,Algorithmic Solutions,213088
AI09070,AI Consultant,93754,GBP,MI,FL,United Kingdom,L,United Kingdom,50,"Kubernetes, Hadoop, SQL, Data Visualization",Bachelor,2,Education,2025-01-24,2025-03-15,995,5.9,AI Innovations,75599
AI09071,AI Research Scientist,74169,USD,EN,FT,Singapore,M,Singapore,100,"Docker, Mathematics, Java",Master,1,Media,2024-01-28,2024-02-19,1524,5.5,Smart Analytics,153113
AI09072,Principal Data Scientist,121675,USD,SE,PT,Australia,S,Netherlands,0,"Mathematics, Azure, Deep Learning",Bachelor,6,Energy,2024-05-10,2024-05-28,544,9.1,TechCorp Inc,95572
AI09073,NLP Engineer,125343,EUR,SE,PT,France,S,France,100,"MLOps, Azure, Scala",PhD,7,Education,2024-09-24,2024-11-22,1994,7.7,AI Innovations,202327
AI09074,Machine Learning Engineer,66731,USD,EN,PT,Sweden,L,Sweden,100,"Spark, Git, TensorFlow, AWS",PhD,1,Technology,2024-06-28,2024-07-19,1661,6.3,DeepTech Ventures,42168
AI09075,Machine Learning Engineer,103134,EUR,SE,PT,France,S,France,0,"Python, TensorFlow, Tableau, Mathematics, Git",Associate,6,Media,2024-10-31,2024-12-13,1159,6.8,Digital Transformation LLC,101267
AI09076,AI Product Manager,120260,USD,MI,FT,Denmark,M,Austria,50,"Kubernetes, Azure, NLP, Spark, Hadoop",Master,3,Finance,2025-04-25,2025-05-15,2454,8.6,Neural Networks Co,149100
AI09077,AI Consultant,151074,USD,EX,FL,India,L,India,0,"Azure, Git, Kubernetes, Computer Vision",Master,14,Government,2025-04-26,2025-07-08,2439,9.4,Autonomous Tech,172592
AI09078,Data Analyst,41812,USD,EN,CT,Israel,S,Israel,50,"PyTorch, Python, Git",Bachelor,1,Energy,2024-09-04,2024-11-13,2144,9.2,Predictive Systems,124110
AI09079,Head of AI,229055,USD,EX,PT,Denmark,M,Denmark,0,"Java, Python, MLOps, Kubernetes, Docker",Bachelor,15,Automotive,2024-09-03,2024-09-24,1538,7.6,Autonomous Tech,128830
AI09080,AI Software Engineer,113032,USD,MI,CT,Switzerland,S,Switzerland,100,"Scala, Git, Kubernetes",Associate,2,Transportation,2024-01-03,2024-03-01,1867,9.3,Predictive Systems,62845
AI09081,Research Scientist,203285,USD,EX,PT,Sweden,S,India,100,"Statistics, TensorFlow, Hadoop, GCP",Bachelor,10,Manufacturing,2024-11-04,2024-12-11,1466,9.9,Neural Networks Co,20704
AI09082,Data Analyst,90728,USD,EN,FL,Norway,S,Israel,50,"Tableau, SQL, Linux, Computer Vision, AWS",PhD,0,Healthcare,2024-10-11,2024-11-18,628,7.7,Future Systems,106038
AI09083,Head of AI,73885,USD,MI,PT,Israel,M,Israel,0,"Computer Vision, Hadoop, R",Master,3,Education,2024-03-13,2024-04-30,1904,6.4,Predictive Systems,256638
AI09084,Data Engineer,167732,EUR,EX,FL,France,L,France,0,"Deep Learning, Kubernetes, Linux, Scala",Bachelor,10,Education,2025-02-26,2025-04-28,1750,7.6,DeepTech Ventures,144125
AI09085,AI Product Manager,70078,USD,MI,FL,Austria,M,Singapore,100,"Python, Linux, Computer Vision",Associate,4,Retail,2024-03-02,2024-05-12,1879,8.6,Cognitive Computing,125643
AI09086,Autonomous Systems Engineer,94887,EUR,MI,PT,France,M,France,0,"Kubernetes, Data Visualization, Computer Vision",Bachelor,2,Media,2024-10-16,2024-12-15,2293,6.7,Algorithmic Solutions,33763
AI09087,Machine Learning Researcher,61371,USD,MI,PT,Japan,M,Japan,0,"PyTorch, TensorFlow, Docker",Associate,3,Technology,2024-04-18,2024-06-28,1441,8.5,AI Innovations,51407
AI09088,AI Product Manager,167104,USD,SE,FT,Denmark,L,Denmark,0,"Scala, Python, AWS, MLOps",Associate,5,Government,2025-02-19,2025-03-26,2004,8.1,TechCorp Inc,93819
AI09089,ML Ops Engineer,107835,USD,SE,CT,Ireland,M,Denmark,100,"TensorFlow, Scala, Docker, MLOps",Associate,8,Energy,2024-05-10,2024-07-11,1327,5.8,Digital Transformation LLC,108668
AI09090,AI Architect,166870,EUR,EX,FL,Netherlands,S,Netherlands,0,"Hadoop, Git, NLP",Bachelor,18,Technology,2024-07-05,2024-09-03,866,9.8,Quantum Computing Inc,173580
AI09091,Robotics Engineer,88809,USD,MI,FT,Australia,L,Australia,0,"R, Java, Python, Deep Learning, TensorFlow",Bachelor,4,Telecommunications,2024-07-02,2024-08-20,1811,5.2,Neural Networks Co,34167
AI09092,AI Specialist,235370,USD,EX,FL,Canada,L,Canada,100,"Kubernetes, Java, NLP",Associate,19,Healthcare,2024-09-04,2024-09-20,1944,6.3,Smart Analytics,9081270
AI09093,Principal Data Scientist,252916,USD,EX,CT,United States,L,United States,100,"PyTorch, Scala, GCP",Master,12,Consulting,2025-04-10,2025-05-17,1172,6.6,Cloud AI Solutions,62206
AI09094,Autonomous Systems Engineer,70525,USD,MI,CT,India,M,Ireland,0,"Linux, NLP, Data Visualization",Associate,4,Real Estate,2024-12-04,2025-02-14,2015,5.5,DataVision Ltd,157664
AI09095,AI Research Scientist,177513,USD,EX,FT,Singapore,S,Singapore,50,"Docker, Git, PyTorch, TensorFlow",Master,12,Manufacturing,2025-04-29,2025-06-08,1490,7.0,Autonomous Tech,20244510
AI09096,AI Consultant,228270,USD,EX,FT,Singapore,M,Israel,50,"Azure, Hadoop, Computer Vision",PhD,17,Manufacturing,2024-08-09,2024-10-03,2065,5.9,Algorithmic Solutions,63990
AI09097,NLP Engineer,173586,USD,MI,FT,Switzerland,L,Sweden,100,"Deep Learning, Statistics, Scala, Computer Vision",Master,4,Education,2024-06-30,2024-08-25,1404,8.6,Quantum Computing Inc,77439
AI09098,AI Product Manager,54095,USD,MI,PT,Finland,S,Netherlands,100,"Deep Learning, GCP, Python, PyTorch, Kubernetes",Master,2,Real Estate,2024-08-10,2024-08-30,1230,8.4,Autonomous Tech,67711
AI09099,Computer Vision Engineer,42972,USD,EN,FT,Finland,L,Finland,0,"PyTorch, R, Kubernetes, Computer Vision",Associate,0,Government,2025-02-21,2025-04-24,1534,9.0,Advanced Robotics,83294
AI09100,AI Architect,193479,GBP,EX,FL,United Kingdom,L,United Kingdom,100,"NLP, Scala, SQL, GCP, Deep Learning",Master,15,Transportation,2025-02-02,2025-03-22,820,8.4,DataVision Ltd,8780200
AI09101,AI Specialist,87729,USD,SE,FT,Ireland,M,United Kingdom,0,"Kubernetes, Scala, Deep Learning",Master,7,Government,2024-06-20,2024-08-03,523,9.4,Quantum Computing Inc,104484
AI09102,AI Architect,85230,USD,SE,CT,Ireland,S,Ireland,0,"Tableau, GCP, Linux",Bachelor,7,Retail,2024-01-05,2024-02-05,685,7.6,Machine Intelligence Group,103925
AI09103,Head of AI,151786,USD,EX,PT,Israel,M,Israel,50,"AWS, Computer Vision, Python",Associate,17,Gaming,2024-03-04,2024-05-06,2034,6.0,Cognitive Computing,84901
AI09104,Data Engineer,49827,USD,MI,FL,India,S,Austria,100,"Kubernetes, Hadoop, Tableau",Bachelor,2,Automotive,2024-10-15,2024-11-14,2039,7.9,Quantum Computing Inc,16845290
AI09105,Principal Data Scientist,60932,USD,MI,PT,Israel,S,Israel,50,"Java, Python, GCP",Associate,4,Finance,2024-03-11,2024-04-15,1785,8.2,Digital Transformation LLC,52652
AI09106,Deep Learning Engineer,129701,USD,MI,PT,United States,L,United States,100,"Python, NLP, Spark",Associate,4,Telecommunications,2024-07-18,2024-09-01,1936,6.4,Cognitive Computing,55490
AI09107,Head of AI,187298,USD,EX,FL,South Korea,L,South Korea,0,"Data Visualization, Git, Scala",Associate,17,Transportation,2024-05-30,2024-06-18,667,7.0,Machine Intelligence Group,81848
AI09108,AI Product Manager,87647,USD,MI,FT,Sweden,S,Finland,50,"R, GCP, MLOps, AWS, Tableau",Master,3,Automotive,2024-01-27,2024-02-27,2494,7.0,Digital Transformation LLC,142126
AI09109,Data Engineer,79135,EUR,EN,PT,Germany,L,Germany,50,"GCP, Python, Linux",Bachelor,0,Finance,2024-06-05,2024-06-29,2222,5.4,Cognitive Computing,92775
